date,product_id,product_name,category,units_sold,selling_price,promotion,discount,holiday,store_location,stock_available
2022-02-09,1,Laptop Pro 15,Electronics,11,1299.99,False,0,False,Phoenix,23
2022-02-10,13,Backpack Pro,Accessories,33,79.99,False,0,True,New York,86
2022-02-10,9,Notebook A4,Stationery,380,4.24,True,15,False,Houston,1472
2022-02-10,5,Monitor 27inch,Electronics,14,399.99,False,0,False,Phoenix,45
2022-02-10,5,Monitor 27inch,Electronics,18,399.99,False,0,False,Houston,74
2022-02-10,7,Standing Desk,Furniture,9,569.99,True,5,False,Phoenix,38
2022-02-10,15,Desk Lamp,Accessories,29,34.99,False,0,False,New York,74
2022-02-11,5,Monitor 27inch,Electronics,12,399.99,False,0,False,New York,35
2022-02-11,1,Laptop Pro 15,Electronics,10,1299.99,False,0,False,Houston,42
2022-02-11,1,Laptop Pro 15,Electronics,6,1299.99,False,0,False,New York,27
2022-02-11,6,Office Chair,Furniture,6,299.99,False,0,False,Los Angeles,12
2022-02-11,5,Monitor 27inch,Electronics,37,399.99,False,0,True,New York,55
2022-02-12,2,Wireless Mouse,Electronics,105,29.99,False,0,False,Houston,458
2022-02-12,3,USB-C Hub,Electronics,73,49.99,False,0,False,Los Angeles,236
2022-02-12,9,Notebook A4,Stationery,222,4.99,False,0,False,Houston,851
2022-02-12,15,Desk Lamp,Accessories,41,34.99,False,0,False,Phoenix,147
2022-02-13,14,Water Bottle,Accessories,51,19.99,False,0,False,New York,225
2022-02-13,9,Notebook A4,Stationery,332,4.49,True,10,False,Houston,1262
2022-02-13,2,Wireless Mouse,Electronics,83,29.99,False,0,False,Chicago,283
2022-02-13,15,Desk Lamp,Accessories,38,34.99,False,0,False,New York,153
2022-02-14,13,Backpack Pro,Accessories,16,79.99,False,0,False,Los Angeles,28
2022-02-14,14,Water Bottle,Accessories,18,19.99,False,0,False,Houston,72
2022-02-14,5,Monitor 27inch,Electronics,20,399.99,False,0,False,Chicago,83
2022-02-15,3,USB-C Hub,Electronics,35,49.99,False,0,False,Chicago,161
2022-02-15,1,Laptop Pro 15,Electronics,8,1299.99,False,0,False,New York,18
2022-02-15,7,Standing Desk,Furniture,6,599.99,False,0,False,Phoenix,12
2022-02-15,5,Monitor 27inch,Electronics,15,399.99,True,0,False,New York,74
2022-02-15,14,Water Bottle,Accessories,61,19.99,False,0,False,Phoenix,127
2022-02-15,8,Bookshelf,Furniture,11,199.99,False,0,False,Chicago,23
2022-02-15,7,Standing Desk,Furniture,8,599.99,False,0,False,Phoenix,17
2022-02-15,13,Backpack Pro,Accessories,30,79.99,False,0,False,New York,120
2022-02-16,14,Water Bottle,Accessories,48,19.99,False,0,False,Los Angeles,85
2022-02-16,9,Notebook A4,Stationery,120,4.99,False,0,False,Chicago,566
2022-02-16,13,Backpack Pro,Accessories,20,79.99,False,0,False,Houston,67
2022-02-16,10,Pen Set,Stationery,176,12.99,True,0,False,Phoenix,555
2022-02-16,12,Markers Pack,Stationery,116,6.99,False,0,False,Houston,426
2022-02-17,13,Backpack Pro,Accessories,27,79.99,False,0,False,Phoenix,40
2022-02-17,6,Office Chair,Furniture,11,299.99,False,0,False,Houston,26
2022-02-18,4,Mechanical Keyboard,Electronics,30,149.99,False,0,False,Los Angeles,140
2022-02-18,3,USB-C Hub,Electronics,58,47.49,True,5,False,Phoenix,163
2022-02-18,7,Standing Desk,Furniture,5,599.99,False,0,False,New York,20
2022-02-18,4,Mechanical Keyboard,Electronics,19,149.99,False,0,False,Houston,43
2022-02-18,4,Mechanical Keyboard,Electronics,19,149.99,False,0,False,Chicago,85
2022-02-18,15,Desk Lamp,Accessories,27,34.99,False,0,False,Houston,71
2022-02-19,5,Monitor 27inch,Electronics,18,399.99,False,0,False,Los Angeles,78
2022-02-19,10,Pen Set,Stationery,148,12.99,False,0,False,Chicago,672
2022-02-19,13,Backpack Pro,Accessories,43,63.99,True,20,False,Los Angeles,137
2022-02-20,10,Pen Set,Stationery,263,11.04,True,15,False,Chicago,957
2022-02-20,10,Pen Set,Stationery,268,12.99,False,0,True,New York,1192
2022-02-21,12,Markers Pack,Stationery,74,6.99,False,0,False,Los Angeles,246
2022-02-21,3,USB-C Hub,Electronics,26,49.99,False,0,False,Phoenix,56
2022-02-21,14,Water Bottle,Accessories,41,19.99,False,0,False,Phoenix,78
2022-02-21,7,Standing Desk,Furniture,8,599.99,False,0,False,New York,21
2022-02-21,2,Wireless Mouse,Electronics,98,29.99,False,0,False,Los Angeles,451
2022-02-22,7,Standing Desk,Furniture,5,599.99,False,0,False,Houston,13
2022-02-22,5,Monitor 27inch,Electronics,14,399.99,False,0,False,New York,25
2022-02-22,11,Printer Paper,Stationery,114,8.99,False,0,True,Phoenix,317
2022-02-22,14,Water Bottle,Accessories,72,16.99,True,15,False,Phoenix,289
2022-02-23,2,Wireless Mouse,Electronics,82,29.99,False,0,False,Chicago,323
2022-02-23,3,USB-C Hub,Electronics,41,49.99,False,0,False,Houston,68
2022-02-24,8,Bookshelf,Furniture,19,149.99,True,25,False,Los Angeles,86
2022-02-24,12,Markers Pack,Stationery,101,6.99,False,0,False,Phoenix,409
2022-02-25,3,USB-C Hub,Electronics,44,49.99,False,0,False,Chicago,189
2022-02-25,8,Bookshelf,Furniture,11,179.99,True,10,False,New York,22
2022-02-25,6,Office Chair,Furniture,11,299.99,False,0,False,Houston,49
2022-02-26,5,Monitor 27inch,Electronics,24,399.99,False,0,False,Houston,107
2022-02-26,8,Bookshelf,Furniture,13,199.99,False,0,False,Phoenix,63
2022-02-26,12,Markers Pack,Stationery,157,6.99,False,0,False,Phoenix,471
2022-02-26,13,Backpack Pro,Accessories,26,79.99,False,0,False,New York,47
2022-02-27,13,Backpack Pro,Accessories,33,75.99,True,5,False,Phoenix,107
2022-02-27,5,Monitor 27inch,Electronics,33,359.99,True,10,False,Los Angeles,97
2022-02-27,6,Office Chair,Furniture,11,299.99,False,0,False,Chicago,48
2022-02-28,8,Bookshelf,Furniture,9,199.99,False,0,False,Houston,36
2022-02-28,9,Notebook A4,Stationery,191,3.74,True,25,False,Houston,422
2022-02-28,4,Mechanical Keyboard,Electronics,34,149.99,False,0,False,New York,119
2022-02-28,13,Backpack Pro,Accessories,24,79.99,False,0,False,New York,64
2022-02-28,6,Office Chair,Furniture,18,299.99,True,0,False,Los Angeles,43
2022-03-01,12,Markers Pack,Stationery,96,6.99,False,0,False,Chicago,163
2022-03-01,4,Mechanical Keyboard,Electronics,10,149.99,False,0,False,New York,46
2022-03-01,5,Monitor 27inch,Electronics,29,399.99,False,0,True,New York,105
2022-03-01,14,Water Bottle,Accessories,102,19.99,False,0,False,Houston,440
2022-03-02,5,Monitor 27inch,Electronics,14,399.99,False,0,False,Chicago,65
2022-03-02,5,Monitor 27inch,Electronics,15,399.99,False,0,False,Phoenix,39
2022-03-02,6,Office Chair,Furniture,14,299.99,False,0,False,Phoenix,53
2022-03-02,10,Pen Set,Stationery,86,12.99,False,0,False,New York,185
2022-03-02,12,Markers Pack,Stationery,168,6.99,False,0,False,New York,591
2022-03-02,11,Printer Paper,Stationery,199,8.99,False,0,True,Houston,752
2022-03-03,2,Wireless Mouse,Electronics,80,29.99,False,0,False,Chicago,123
2022-03-04,10,Pen Set,Stationery,218,12.99,False,0,False,New York,966
2022-03-04,2,Wireless Mouse,Electronics,63,29.99,False,0,False,Houston,140
2022-03-04,14,Water Bottle,Accessories,131,19.99,True,0,False,New York,362
2022-03-05,1,Laptop Pro 15,Electronics,16,1299.99,False,0,False,Los Angeles,62
2022-03-05,2,Wireless Mouse,Electronics,103,29.99,False,0,False,New York,265
2022-03-05,11,Printer Paper,Stationery,187,8.99,False,0,False,Los Angeles,831
2022-03-05,1,Laptop Pro 15,Electronics,15,1299.99,False,0,False,Los Angeles,70
2022-03-05,5,Monitor 27inch,Electronics,23,339.99,True,15,True,Chicago,65
2022-03-06,5,Monitor 27inch,Electronics,33,399.99,False,0,False,Phoenix,118
2022-03-06,7,Standing Desk,Furniture,10,599.99,False,0,False,Houston,33
2022-03-06,15,Desk Lamp,Accessories,59,34.99,False,0,False,Los Angeles,237
2022-03-07,5,Monitor 27inch,Electronics,35,339.99,True,15,False,New York,127
2022-03-07,6,Office Chair,Furniture,13,299.99,False,0,False,Houston,38
2022-03-08,5,Monitor 27inch,Electronics,25,399.99,False,0,False,Phoenix,66
2022-03-08,6,Office Chair,Furniture,11,299.99,False,0,False,Chicago,29
2022-03-08,14,Water Bottle,Accessories,158,19.99,False,0,False,Chicago,759
2022-03-09,9,Notebook A4,Stationery,246,4.99,False,0,False,Phoenix,879
2022-03-09,2,Wireless Mouse,Electronics,131,29.99,False,0,False,Los Angeles,501
2022-03-09,3,USB-C Hub,Electronics,32,49.99,False,0,False,Houston,156
2022-03-09,2,Wireless Mouse,Electronics,122,26.99,True,10,False,Los Angeles,370
2022-03-09,6,Office Chair,Furniture,11,299.99,False,0,False,Los Angeles,21
2022-03-10,11,Printer Paper,Stationery,172,8.99,False,0,False,Los Angeles,828
2022-03-10,1,Laptop Pro 15,Electronics,25,974.99,True,25,False,Phoenix,119
2022-03-10,3,USB-C Hub,Electronics,75,44.99,True,10,False,Phoenix,196
2022-03-10,1,Laptop Pro 15,Electronics,25,1299.99,False,0,False,New York,101
2022-03-10,9,Notebook A4,Stationery,203,4.99,False,0,False,New York,664
2022-03-10,7,Standing Desk,Furniture,13,479.99,True,20,False,Chicago,25
2022-03-10,11,Printer Paper,Stationery,181,8.99,False,0,False,New York,359
2022-03-11,14,Water Bottle,Accessories,122,19.99,False,0,False,Chicago,238
2022-03-11,6,Office Chair,Furniture,25,269.99,True,10,False,Chicago,124
2022-03-11,4,Mechanical Keyboard,Electronics,30,149.99,False,0,False,Chicago,127
2022-03-11,6,Office Chair,Furniture,14,299.99,False,0,False,Los Angeles,49
2022-03-11,3,USB-C Hub,Electronics,55,49.99,False,0,False,Chicago,139
2022-03-11,12,Markers Pack,Stationery,129,5.24,True,25,False,Chicago,344
2022-03-12,14,Water Bottle,Accessories,102,19.99,False,0,False,Phoenix,508
2022-03-12,4,Mechanical Keyboard,Electronics,70,149.99,False,0,False,Chicago,330
2022-03-12,6,Office Chair,Furniture,33,239.99,True,20,False,Los Angeles,53
2022-03-13,7,Standing Desk,Furniture,8,599.99,False,0,False,Houston,12
2022-03-13,12,Markers Pack,Stationery,257,6.64,True,5,False,New York,456
2022-03-13,5,Monitor 27inch,Electronics,29,399.99,False,0,False,Houston,94
2022-03-13,14,Water Bottle,Accessories,198,19.99,False,0,False,Chicago,827
2022-03-13,9,Notebook A4,Stationery,557,4.49,True,10,False,Chicago,1177
2022-03-13,2,Wireless Mouse,Electronics,80,29.99,False,0,False,Houston,370
2022-03-13,5,Monitor 27inch,Electronics,26,399.99,False,0,False,Los Angeles,123
2022-03-13,9,Notebook A4,Stationery,308,4.99,False,0,False,Houston,1406
2022-03-14,5,Monitor 27inch,Electronics,36,399.99,True,0,False,New York,85
2022-03-14,4,Mechanical Keyboard,Electronics,57,149.99,False,0,True,Chicago,224
2022-03-14,10,Pen Set,Stationery,89,12.99,False,0,False,Phoenix,424
2022-03-14,2,Wireless Mouse,Electronics,80,29.99,False,0,False,Chicago,135
2022-03-14,14,Water Bottle,Accessories,161,19.99,False,0,False,Phoenix,506
2022-03-14,8,Bookshelf,Furniture,4,199.99,False,0,False,Los Angeles,13
2022-03-14,3,USB-C Hub,Electronics,35,49.99,False,0,False,Los Angeles,136
2022-03-14,11,Printer Paper,Stationery,153,8.99,False,0,False,Chicago,293
2022-03-14,14,Water Bottle,Accessories,117,19.99,False,0,False,Houston,357
2022-03-15,5,Monitor 27inch,Electronics,18,379.99,True,5,False,Houston,44
2022-03-15,4,Mechanical Keyboard,Electronics,16,149.99,False,0,False,New York,30
2022-03-15,11,Printer Paper,Stationery,285,8.54,True,5,True,Chicago,1290
2022-03-16,10,Pen Set,Stationery,168,12.99,False,0,False,Los Angeles,813
2022-03-16,7,Standing Desk,Furniture,8,479.99,True,20,False,Los Angeles,18
2022-03-17,10,Pen Set,Stationery,169,12.99,False,0,False,Phoenix,435
2022-03-17,7,Standing Desk,Furniture,4,599.99,False,0,False,New York,17
2022-03-18,9,Notebook A4,Stationery,209,4.99,False,0,False,Los Angeles,407
2022-03-18,13,Backpack Pro,Accessories,40,59.99,True,25,False,Chicago,72
2022-03-18,9,Notebook A4,Stationery,195,4.99,False,0,False,Phoenix,517
2022-03-18,15,Desk Lamp,Accessories,35,34.99,False,0,False,Los Angeles,73
2022-03-18,14,Water Bottle,Accessories,61,19.99,False,0,False,Los Angeles,158
2022-03-18,13,Backpack Pro,Accessories,25,79.99,False,0,False,Los Angeles,69
2022-03-19,13,Backpack Pro,Accessories,25,79.99,False,0,False,Chicago,108
2022-03-19,8,Bookshelf,Furniture,22,199.99,False,0,False,Phoenix,72
2022-03-19,6,Office Chair,Furniture,14,299.99,False,0,False,New York,35
2022-03-19,7,Standing Desk,Furniture,12,599.99,False,0,False,Houston,35
